id	journal_name	show_at_home_order	abstract	resource_links	pp_pages	issue	volume	pmc_id	pm_id	doi	other_link	year_published	article_name	assay_development	data_analysis	data_generation	data_integration	data_standards	signature_generation	software_development	review	created_at	updated_at	analytical_method_development	center_pub
177	bioRxiv	NULL	"Identifying similarities between datasets is a fundamental task in data mining and has become an integral part of modern scientific investigation. Whether the task is to identify co-expressed genes in large-scale expression surveys or to predict combinations of gene knockouts which would elicit a similar phenotype, the underlying computational task is often a multi-dimensional similarity test. As datasets continue to grow, improvements to the efficiency, sensitivity or specificity of such computation will have broad impacts as it allows scientists to more completely explore the wealth of scientific data. A significant practical drawback of large-scale data mining is that the vast majority of pairwise comparisons are unlikely to be relevant, meaning that they do not share a signature of interest. It is therefore essential to efficiently identify these unproductive comparisons as rapidly as possible and exclude them from more time-intensive similarity calculations. The Blazing Signature Filter (BSF) is a highly efficient pairwise similarity algorithm which enables extensive data mining within a reasonable amount of time. The algorithm transforms datasets into binary metrics, allowing it to utilize the computationally efficient bit operators and provide a coarse measure of similarity. As a result, the BSF can scale to high dimensionality and rapidly filter unproductive pairwise comparison. Two bioinformatics applications of the tool are presented to demonstrate the ability to scale to billions of pairwise comparisons and the usefulness of this approach."	NULL	NULL	NULL	162750	NULL	NULL	10.1101/162750	https://www.biorxiv.org/content/early/2017/07/12/162750	2017	Blazing Signature Filter: a library for fast pairwise similarity comparisons.	0	1	0	0	0	0	0	0	10/27/17 0:00	NULL	1	0
178	arXiv	NULL	"We present two deep generative models based on Variational Autoencoders to improve the accuracy of drug response prediction. Our models, Perturbation Variational Autoencoder and its semi-supervised extension, Drug Response Variational Autoencoder (Dr.VAE), learn latent representation of the underlying gene states before and after drug application that depend on: (i) drug-induced biological change of each gene and (ii) overall treatment response outcome. Our VAE-based models outperform the current published benchmarks in the field by anywhere from 3 to 11% AUROC and 2 to 30% AUPR. In addition, we found that better reconstruction accuracy does not necessarily lead to improvement in classification accuracy and that jointly trained models perform better than models that minimize reconstruction error independently."	NULL	NULL	NULL	1706.08203v2	NULL	NULL	NULL	https://arxiv.org/abs/1706.08203	2017	Dr.VAE: Drug response variational autoencoder.	0	1	0	0	0	0	0	0	10/27/17 0:00	NULL	1	0
179	Genome Research	NULL	"The associations between clinical phenotypes (tumor grade, survival) and cell phenotypes, such as shape, signaling activity, and gene expression, are the basis for cancer pathology, but the mechanisms explaining these relationships are not always clear. The generation of large data sets containing information regarding cell phenotypes and clinical data provides an opportunity to describe these mechanisms. Here, we develop an image-omics approach to integrate quantitative cell imaging data, gene expression, and protein-protein interaction data to systematically describe a \shape-gene network\"" that couples specific aspects of breast cancer cell shape to signaling and transcriptional events. The actions of this network converge on NF-κB, and support the idea that NF-κB is responsive to mechanical stimuli. By integrating RNAi screening data, we identify components of the shape-gene network that regulate NF-κB in response to cell shape changes. This network was also used to generate metagene models that predict NF-κB activity and aspects of morphology such as cell area, elongation, and protrusiveness. Critically, these metagenes also have predictive value regarding tumor grade and patient outcomes. Taken together, these data strongly suggest that changes in cell shape, driven by gene expression and/or mechanical forces, can promote breast cancer progression by modulating NF-κB activation. Our findings highlight the importance of integrating phenotypic data at the molecular level (signaling and gene expression) with those at the cellular and tissue levels to better understand breast cancer oncogenesis."""	NULL	196-207	2	27	PMC5287226	27864353	10.1101/gr.202028.115	NULL	2017	Identification of clinically predictive metagenes that encode components of a network coupling cell shape to transcription by image-omics.	0	1	0	1	0	0	0	0	10/27/17 0:00	NULL	1	0
180	Clinical Cancer Research	NULL	"PURPOSE: Prostate cancer was recently classified to three clinically relevant subtypes (PCS) demarcated by unique pathway activation and clinical aggressiveness. In this preclinical study, we investigated molecular targets and therapeutics for PCS1, the most aggressive and lethal subtype with no treatment options available in the clinic.
EXPERIMENTAL DESIGN: We utilized the PCS1 gene set and our model of enzalutamide (ENZR) castration-resistant prostate cancer (CRPC) to identify targetable pathways and inhibitors for PCS1. The findings were evaluated in vitro and ENZR CRPC xenograft model in vivo.
RESULTS: The results revealed that ENZR CRPC cells are enriched with PCS1 signature and that Forkhead box M1 (FOXM1) pathway is the central driver of this subtype. Notably, we identified Monensin as a novel FOXM1 binding agent that selectively targets FOXM1 to reverse the PCS1 signature and its associated stem-like features and reduces the growth of ENZR CRPC cells and xenograft tumors.
CONCLUSIONS: Our preclinical data indicate FOXM1 pathway as a master regulator of PCS1 tumours, namely in ENZR CRPC, and targeting FOXM1 reduces cell growth and stemness in ENZR CRPC in vitro and in vivo. These preclinical results may guide clinical evaluation of targeting FOXM1 to eradicate highly aggressive and lethal PCS1 prostate cancer tumours."	NULL	NULL	NULL	901	NULL	28899970	"10.1158/1078-0432.CCR-17-0901
10.1158/1078-0432.CC"	NULL	2017	Targeting prostate cancer subtype 1 by Forkhead box M1 pathway inhibition.	0	1	0	0	0	0	0	0	10/27/17 0:00	NULL	0	0
181	Oncotarget	NULL	"Poorly differentiated (PD) hepatocellular carcinoma (HCC) has a worse prognosis compared to moderately differentiated (MD) and well differentiated (WD) HCC. We aimed to identify differentially expressed genes (DEGs) to explore the mechanism of PD HCC. Transcriptome sequencing was performed on tumor and adjacent non-tumorous tissues of PD, MD and WD HCC patients (3 for each group). DEGs were thus identified and functionally analyzed. Further RT-PCR was performed to validate DEGs specific for PD HCC in 47 pairs of samples (15 for PD, 18 for MD, 14 for WD). A total of 681 PD DEGs were detected, including 368 up-regulated and 313 down-regulated genes. Less DEGs were found for MD and especially for WD HCC. Through bioinformatics analysis, PD HCC DEGs were enriched in liver tissue and liver cancer cells, and in biological process and pathway including metabolism, cell cycle, translation and blood coagulation. Potential drugs and genetic perturbations were found to reverse the cancer condition. The RT-PCR results showed consistency with RNA-seq in the validation of 4 DEGs specific for PD HCC. This study detected and validated DEGs of PD HCC, which provides useful information on molecular mechanism of PD HCC for development of new biomarkers, therapeutic targets and drugs."	NULL	35973-35983	22	8	PMC5482631	28415592	10.18632/oncotarget.16415	NULL	2017	Identification and functional analysis of differentially expressed genes in poorly differentiated hepatocellular carcinoma using RNA-seq.	0	1	0	1	0	0	0	0	10/27/17 0:00	NULL	0	0
182	Journal of Functional Foods	NULL	"Justicidin A (JA), a natural lignan, was isolated from the whole plant of Justicia procumbens, one of the most popular traditional Chinese medicines in China and Taiwan. Gene expression signatures of JA from human colorectal cancer HT-29 and hepatocellular carcinoma Hep 3B cells were used to query connectivity map. A NF-κB suppressor (15-delta prostaglandin J2) was predicted to display similar molecular action of JA. In JA-treated HT-29 cells, suppression of nuclear NF-κB expression and decrease of NF-κB DNA-binding activity were indeed observed. The classical pathway was involved in JA-induced inhibition of NF-κB, characterized by decreases in phosphorylation of AKT, IκB kinase (IKK)-β/IKK-α, and IκB-α. Furthermore, JA caused significant translocation of apoptosis-inducing factor and endonuclease G, caspase-independent apoptotic signaling molecules, from the mitochondrial to the nuclei. Our data suggest anti-inflammatory and cytotoxic mechanisms of JA, and using gene expression signatures to identify novel molecular actions of phytochemicals is an effective approach."	NULL	68-76	NULL	34	NULL	NULL	10.1016/j.jff.2017.04.017	http://www.sciencedirect.com/science/article/pii/S1756464617302062#ab010	2017	Using connectivity map to identify natural lignan justicidin A as a NF-κB suppressor	0	1	0	0	0	0	0	0	10/27/17 0:00	NULL	0	0
183	Scientific Reports	NULL	"Epidemiological studies indicate that patients suffering from Alzheimer's disease have a lower risk of developing lung cancer, and suggest a higher risk of developing glioblastoma. Here we explore the molecular scenarios that might underlie direct and inverse co-morbidities between these diseases. Transcriptomic meta-analyses reveal significant numbers of genes with inverse patterns of expression in Alzheimer's disease and lung cancer, and with similar patterns of expression in Alzheimer's disease and glioblastoma. These observations support the existence of molecular substrates that could at least partially account for these direct and inverse co-morbidity relationships. A functional analysis of the sets of deregulated genes points to the immune system, up-regulated in both Alzheimer's disease and glioblastoma, as a potential link between these two diseases. Mitochondrial metabolism is regulated oppositely in Alzheimer's disease and lung cancer, indicating that it may be involved in the inverse co-morbidity between these diseases. Finally, oxidative phosphorylation is a good candidate to play a dual role by decreasing or increasing the risk of lung cancer and glioblastoma in Alzheimer's disease."	NULL	4474	1	7	PMC5493619 	28667284	NULL	NULL	2017	"A molecular hypothesis to explain direct and inverse co-morbidities between Alzheimer's Disease, Glioblastoma and Lung cancer."	0	1	0	1	0	0	0	0	10/27/17 0:00	NULL	0	0
184	Nature Communications	NULL	"More effective use of targeted anti-cancer drugs depends on elucidating the connection between the molecular states induced by drug treatment and the cellular phenotypes controlled by these states, such as cytostasis and death. This is particularly true when mutation of a single gene is inadequate as a predictor of drug response. The current paper describes a data set of ~600 drug cell line pairs collected as part of the NIH LINCS Program ( http://www.lincsproject.org/ ) in which molecular data (reduced dimensionality transcript L1000 profiles) were recorded across dose and time in parallel with phenotypic data on cellular cytostasis and cytotoxicity. We report that transcriptional and phenotypic responses correlate with each other in general, but whereas inhibitors of chaperones and cell cycle kinases induce similar transcriptional changes across cell lines, changes induced by drugs that inhibit intra-cellular signaling kinases are cell-type specific. In some drug/cell line pairs significant changes in transcription are observed without a change in cell growth or survival; analysis of such pairs identifies drug equivalence classes and, in one case, synergistic drug interactions. In this case, synergy involves cell-type specific suppression of an adaptive drug response."	"{\LINCS Joint Project - Breast Cancer Network Browser (LJP-BCNB)\"":\""http://amp.pharm.mssm.edu/LJP/\""}"""	1186	1	86	PMC5662764	29084964	10.1038/s41467-017-01383-w	NULL	2017	Common and cell-type specific responses to anti-cancer drugs revealed by high throughput transcript profiling.	0	1	1	0	0	1	1	0	11/3/17 0:00	NULL	1	1
185	BMC Cancer	NULL	"BACKGROUND: Quantifying the response of cell lines to drugs or other perturbagens is the cornerstone of pre-clinical drug development and pharmacogenomics as well as a means to study factors that contribute to sensitivity and resistance. In dividing cells, traditional metrics derived from dose-response curves such as IC 50 , AUC, and E max , are confounded by the number of cell divisions taking place during the assay, which varies widely for biological and experimental reasons. Hafner et al. (Nat Meth 13:521-627, 2016) recently proposed an alternative way to quantify drug response, normalized growth rate (GR) inhibition, that is robust to such confounders. Adoption of the GR method is expected to improve the reproducibility of dose-response assays and the reliability of pharmacogenomic associations (Hafner et al. 500-502, 2017).
RESULTS: We describe here an interactive website ( www.grcalculator.org ) for calculation, analysis, and visualization of dose-response data using the GR approach and for comparison of GR and traditional metrics. Data can be user-supplied or derived from published datasets. The web tools are implemented in the form of three integrated Shiny applications (grcalculator, grbrowser, and grtutorial) deployed through a Shiny server. Intuitive graphical user interfaces (GUIs) allow for interactive analysis and visualization of data. The Shiny applications make use of two R packages (shinyLi and GRmetrics) specifically developed for this purpose. The GRmetrics R package is also available via Bioconductor and can be used for offline data analysis and visualization. Source code for the Shiny applications and associated packages (shinyLi and GRmetrics) can be accessed at www.github.com/uc-bd2k/grcalculator and www.github.com/datarail/gr_metrics .
CONCLUSIONS: GRcalculator is a powerful, user-friendly, and free tool to facilitate analysis of dose-response data. It generates publication-ready figures and provides a unified platform for investigators to analyze dose-response data across diverse cell types and perturbagens (including drugs, biological ligands, RNAi, etc.). GRcalculator also provides access to data collected by the NIH LINCS Program ( http://www.lincsproject.org /) and other public domain datasets. The GRmetrics Bioconductor package provides computationally trained users with a platform for offline analysis of dose-response data and facilitates inclusion of GR metrics calculations within existing R analysis pipelines. These tools are therefore well suited to users in academia as well as industry."	"{\GRcalculator\"":\""http://www.grcalculator.org/grtutorial/Home.html\""}"""	698	1	17	PMC5655815 	29065900	10.1186/s12885-017-3689-3	NULL	2017	GRcalculator: an online tool for calculating and mining dose-response data.	0	1	0	0	0	0	1	0	11/3/17 0:00	NULL	1	1
186	Scientific Reports	NULL	"Creating a cDNA library for deep mRNA sequencing (mRNAseq) is generally done by random priming, creating multiple sequencing fragments along each transcript. A 3′-end-focused library approach cannot detect differential splicing, but has potentially higher throughput at a lower cost, along with the ability to improve quantification by using transcript molecule counting with unique molecular identifiers (UMI) that correct PCR bias. Here, we compare an implementation of such a 3′-digital gene expression (3′-DGE) approach with “conventional” random primed mRNAseq. Given our particular datasets on cultured human cardiomyocyte cell lines, we find that, while conventional mRNAseq detects ~15% more genes and needs ~500,000 fewer reads per sample for equivalent statistical power, the resulting differentially expressed genes, biological conclusions, and gene signatures are highly concordant between two techniques. We also find good quantitative agreement at the level of individual genes between two techniques for both read counts and fold changes between given conditions. We conclude that, for high-throughput applications, the potential cost savings associated with 3′-DGE approach are likely a reasonable tradeoff for modest reduction in sensitivity and inability to observe alternative splicing, and should enable many larger scale studies focusing on not only differential expression analysis, but also quantitative transcriptome profiling."	NULL	14626	7	NULL	NULL	NULL	"10.1038/s41598-017-14892-x
 "	https://www.nature.com/articles/s41598-017-14892-x.epdf?author_access_token=HDorOpssIpCeQHJt_UIgKtRgN0jAjWel9jnR3ZoTv0N1cxTpiQfYH5E6a6pL_tld7s0hLErD55j_CE7DNWh-vZhegtXZFWNbwZI1yKvWHzQ2YVXIxLpW_nBfda5THpRw50OQobOHmEiPxc2Z5jb9zw%3D%3D	2017	A comparison of mRNA sequencing with random primed and 3′-directed libraries.	0	1	1	0	0	0	0	0	11/8/17 0:00	NULL	0	1
187	Scientific Data	NULL	"Traditional means for scoring the effects of anti-cancer drugs on the growth and survival of cell lines is based on relative cell number in drug-treated and control samples and is seriously confounded by unequal division rates arising from natural biological variation and differences in culture conditions. This problem can be overcome by computing drug sensitivity on a per-division basis. The normalized growth rate inhibition (GR) approach yields per-division metrics for drug potency (GR50) and efficacy (GRmax) that are analogous to the more familiar IC50 and Emax values. In this work, we report GR-based, proliferation-corrected, drug sensitivity metrics for ~4,700 pairs of breast cancer cell lines and perturbagens. Such data are broadly useful in understanding the molecular basis of therapeutic response and resistance. Here, we use them to investigate the relationship between different measures of drug sensitivity and conclude that drug potency and efficacy exhibit high variation that is only weakly correlated. To facilitate further use of these data, computed GR curves and metrics can be browsed interactively at http://www.GRbrowser.org/."	"{\GRbrowser\"":\""http://www.grcalculator.org/grtutorial/Home.html\""}"""	170166		4	PMC5674849	29112189	10.1038/sdata.2017.166	NULL	2017	Quantification of sensitivity and resistance of breast cancer cell lines to anti-cancer drugs using GR metrics.	1	1	1	0	0	1	1	0	11/13/17 0:00	NULL	1	1
188	bioRxiv	NULL	"Evidence that some influential biomedical results cannot be recapitulated has increased calls for data that is findable, accessible, interoperable, and reproducible (FAIR). Here, we study factors influencing the reproducibility of a prototypical cell-based assay: responsiveness of cultured cell lines to anti-cancer drugs. Such assays are important for drug development, mechanism of action studies, and patient stratification. This study involved seven research centers comprising the NIH LINCS Program Consortium, which aims to systematically characterize the responses of human cells to perturbation by gene disruption, small molecule drugs, and components of the microenvironment. We found that factors influencing the measurement of drug response vary substantially with the compound being analyzed and thus, the underlying biology. For example, substitution of a surrogate assay such as CellTiter-Glo(r) for direct microscopy-based cell counting is acceptable in the case of neratinib or alpelisib, but not palbociclib or etoposide. Uncovering and controlling for such context sensitivity requires systematic measurement of assay robustness in the face of biological variation, which is distinct from assay precision and sensitivity. Conversely, validating assays only over a narrow range of conditions has the potential to introduce serious systematic error in a large dataset spanning many compounds and cell lines."	NULL	NULL	NULL	[preprint]	NULL	NULL	10.1101/213553	NULL	2017	A multi-center study on factors influencing the reproducibility of in vitro drug-response studies.	1	1	1	1	0	1	0	0	11/13/17 0:00	NULL	0	1
189	bioRxiv	NULL	"Three inhibitors of the cyclin-dependent kinases CDK4/6, palbociclib, ribociclib, and abemaciclib, have emerged as highly promising therapies for the treatment of breast cancer and other solid tumors. These drugs are reported to have similar mechanisms of action although recent data suggest that abemaciclib exhibits distinct single-agent activity and toxicity. We compare their mechanisms of action using biochemical assays, mRNA profiling, mass spectrometry-based phospho-proteomics, and GR-based dose-response assays. We find that abemaciclib has activities not shared by palbociclib or ribociclib including: induction of cell death (even in pRb-deficient cells), arrest in the G2 phase of the cell cycle, and reduced drug adaptation. These activities appear to arise from inhibition of CDKs other than CDK4/6 including CDK2/Cyclin A/E and CDK1/Cyclin B. We propose that inhibition of these kinases by abemaciclib overcomes known mechanisms of resistance to CDK4/6 inhibition and may be therapeutically advantageous for patients whose tumors progress on palbociclib or ribociclib.
"	NULL	NULL	NULL	211680	NULL	NULL	10.1101/211680	NULL	2017	Therapeutically advantageous secondary targets of abemaciclib identified by multi-omics profiling of CDK4/6 inhibitors.	0	1	1	0	0	1	0	0	11/13/17 0:00	NULL	0	1
190	Nucleic Acids Research	NULL	"The Library of Integrated Network-based Cellular Signatures (LINCS) program is a national consortium funded by the NIH to generate a diverse and extensive reference library of cell-based perturbation-response signatures, along with novel data analytics tools to improve our understanding of human diseases at the systems level. In contrast to other large-scale data generation efforts, LINCS Data and Signature Generation Centers (DSGCs) employ a wide range of assay technologies cataloging diverse cellular responses. Integration of, and unified access to LINCS data has therefore been particularly challenging. The Big Data to Knowledge (BD2K) LINCS Data Coordination and Integration Center (DCIC) has developed data standards specifications, data processing pipelines, and a suite of end-user software tools to integrate and annotate LINCS-generated data, to make LINCS signatures searchable and usable for different types of users. Here, we describe the LINCS Data Portal (LDP) (http://lincsportal.ccs.miami.edu/), a unified web interface to access datasets generated by the LINCS DSGCs, and its underlying database, LINCS Data Registry (LDR). LINCS data served on the LDP contains extensive metadata and curated annotations. We highlight the features of the LDP user interface that is designed to enable search, browsing, exploration, download and analysis of LINCS data and related curated content."	"{\LINCS Data Portal\"":\""http://lincsportal.ccs.miami.edu/\""}"""	NULL	NULL	gkx1063	NULL	NULL	10.1093/nar/gkx1063	http://dx.doi.org/10.1093/nar/gkx1063	2017	Data Portal for the Library of Integrated Network-based Cellular Signatures (LINCS) program: integrated access to diverse large-scale cellular perturbation response data.	0	0	0	1	1	0	1	0	11/14/17 0:00	NULL	0	1
191	Cell Systems	35	"The Library of Integrated Network-Based Cellular Signatures (LINCS) is an NIH Common Fund program that catalogs how human cells globally respond to chemical, genetic, and disease perturbations. Resources generated by LINCS include experimental and computational methods, visualization tools, molecular and imaging data, and signatures. By assembling an integrated picture of the range of responses of human cells exposed to many perturbations, the LINCS program aims to better understand human disease and to advance the development of new therapies. Perturbations under study include drugs, genetic perturbations, tissue micro-environments, antibodies, and disease-causing mutations. Responses to perturbations are measured by transcript profiling, mass spectrometry, cell imaging, and biochemical methods, among other assays. The LINCS program focuses on cellular physiology shared among tissues and cell types relevant to an array of diseases, including cancer, heart disease, and neurodegenerative disorders. This Perspective describes LINCS technologies, datasets, tools, and approaches to data accessibility and reusability."	NULL	30490-30498	17	pii: S2405-4712	NULL	29199020	10.1016/j.cels.2017.11.001	NULL	2017	The Library of Integrated Network-Based Cellular Signatures NIH program: System-level cataloging of human cells response to perturbations.	1	1	1	1	1	1	1	1	12/6/17 0:00	NULL	0	1
192	Cell	NULL	"We previously piloted the concept of a Connectivity Map (CMap), whereby genes, drugs, and disease states are connected by virtue of common gene-expression signatures. Here, we report more than a 1,000-fold scale-up of the CMap as part of the NIH LINCS Consortium, made possible by a new, low-cost, high-throughput reduced representation expression profiling method that we term L1000. We show that L1000 is highly reproducible, comparable to RNA sequencing, and suitable for computational inference of the expression levels of 81% of non-measured transcripts. We further show that the expanded CMap can be used to discover mechanism of action of small molecules, functionally annotate genetic variants of disease genes, and inform clinical trials. The 1.3 million L1000 profiles described here, as well as tools for their analysis, are available at https://clue.io."	"{\CLUE Platform\"":\""https://clue.io\""}"""	1437-1452	6	171	NULL	29195078	10.1016/j.cell.2017.10.049	NULL	2017	"A Next Generation Connectivity Map: L1000 Platform and the First 1,000,000 Profiles."	1	1	1	0	0	0	1	0	12/11/17 0:00	NULL	0	1
193	Pacific Symposium on Biocomputing	NULL	"Gene expression profiling of in vitro drug perturbations is useful for many biomedical discovery applications including drug repurposing and elucidation of drug mechanisms. However, limited data availability across cell types has hindered our capacity to leverage or explore the cell-specificity of these perturbations. While recent efforts have generated a large number of drug perturbation profiles across a variety of human cell types, many gaps remain in this combinatorial drug-cell space. Hence, we asked whether it is possible to fill these gaps by predicting cell-specific drug perturbation profiles using available expression data from related conditions--i.e. from other drugs and cell types. We developed a computational framework that first arranges existing profiles into a three-dimensional array (or tensor) indexed by drugs, genes, and cell types, and then uses either local (nearest-neighbors) or global (tensor completion) information to predict unmeasured profiles. We evaluate prediction accuracy using a variety of metrics, and find that the two methods have complementary performance, each superior in different regions in the drug-cell space. Predictions achieve correlations of 0.68 with true values, and maintain accurate differentially expressed genes (AUC 0.81). Finally, we demonstrate that the predicted profiles add value for making downstream associations with drug targets and therapeutic classes."	NULL	32-43	NULL	23	NULL	29218867	10.1142/9789813235533_0004	NULL	2018	Cell-specific prediction and application of drug-induced gene expression profiles.	0	1	0	0	0	0	0	0	12/11/17 0:00	NULL	1	1
194	BMC Bioinformatics	NULL	"The Experimental Factor Ontology (EFO) is an application ontology driven by experimental variables including cell lines to organize and describe the diverse experimental variables and data resided in the EMBL-EBI resources. The Cell Line Ontology (CLO) is an OBO community-based ontology that contains information of immortalized cell lines and relevant experimental components. EFO integrates and extends ontologies from the bio-ontology community to drive a number of practical applications. It is desirable that the community shares design patterns and therefore that EFO reuses the cell line representation from the Cell Line Ontology (CLO). There are, however, challenges to be addressed when developing a common ontology design pattern for representing cell lines in both EFO and CLO."	NULL	25	17	18	NULL	NULL	10.1186/s12859-017-1979-z	https://doi.org/10.1186/s12859-017-1979-z	2017	"Comparison, alignment, and synchronization of cell line information between CLO and EFO."	0	0	0	0	1	0	0	0	1/5/18 0:00	NULL	0	1
195	BMC Bioinformatics	NULL	"Cell cultures used in biomedical experiments come in the form of both sample biopsy primary cells, and maintainable immortalised cell lineages. The rise of bioinformatics and high-throughput technologies has led us to the requirement of ontology representation of cell types and cell lines. The Cell Ontology (CL) and Cell Line Ontology (CLO) have long been established as reference ontologies in the OBO framework. We have compiled a series of the challenges and the proposals of solutions in this CELLS (Cells in ExperimentaL Life Sciences) thematic series that cover the grounds of standing issues and the directions, which were discussed in the First International Workshop on CELLS at the the International Conference on Biomedical Ontology (ICBO). This workshop focused on the extension of the current CL and CLO to cover a wider set of biological questions and challenges needing semantic infrastructure for information modeling. We discussed data-driven use cases that leverage linkage of CL, CLO and other bio-ontologies. This is an established approach in data-driven ontologies such as the Experimental Factor Ontology (EFO), and the Ontology for Biomedical Investigation (OBI). The First International Workshop on CELLS at the International Conference on Biomedical Ontology has brought together experimental biologists and biomedical ontologists to discuss solutions to organizing and representing the rapidly evolving knowledge gained from experimental cells. The workshop has successfully identified the areas of challenge, and the gap in connecting the two domains of knowledge. The outcome of this workshop yielded practical implementation plans to filled in this gap."	NULL	1	17	18	NULL	NULL	10.1186/s12859-017-1976-2	https://doi.org/10.1186/s12859-017-1976-2	2017	Cells in experimental life sciences - challenges and solution to the rapid evolution of knowledge.	0	0	0	0	0	0	0	1	1/5/18 0:00	NULL	0	1
196	BMC Bioinformatics	NULL	"Aiming to understand cellular responses to different perturbations, the NIH Common Fund Library of Integrated Network-based Cellular Signatures (LINCS) program involves many institutes and laboratories working on over a thousand cell lines. The community-based Cell Line Ontology (CLO) is selected as the default ontology for LINCS cell line representation and integration."	NULL	43	17	18	NULL	NULL	10.1186/s12859-017-1981-5	https://doi.org/10.1186/s12859-017-1981-5	2017	"Ontological representation, integration, and analysis of LINCS cell line cells and their cellular responses."	0	0	0	0	1	0	0	0	1/5/18 0:00	NULL	0	1
197	PLoS Computational Biology	NULL	"Integrating data from multiple regulatory layers across cancer types could elucidate additional mechanisms of oncogenesis. Using antibody-based protein profiling of 736 cancer cell lines, along with matching transcriptomic data, we show that pan-cancer bimodality in the amounts of mRNA, protein, and protein phosphorylation reveals mechanisms related to the epithelial-mesenchymal transition (EMT). Based on the bimodal expression of E-cadherin, we define an EMT signature consisting of 239 genes, many of which were not previously associated with EMT. By querying gene expression signatures collected from cancer cell lines after small-molecule perturbations, we identify enrichment for histone deacetylase (HDAC) inhibitors as inducers of EMT, and kinase inhibitors as mesenchymal-to-epithelial transition (MET) promoters. Causal modeling of protein-based signaling identifies putative drivers of EMT. In conclusion, integrative analysis of pan-cancer proteomic and transcriptomic data reveals key regulatory mechanisms of oncogenic transformation."	NULL	e1005911	1	14	NULL	29293502	10.1371/journal.pcbi.1005911	NULL	2018	Integration of pan-cancer transcriptomics with RPPA proteomics reveals mechanisms of epithelial-mesenchymal transition.	0	1	0	1	0	1	0	0	1/16/18 0:00	NULL	1	1
198	EBioMedicine	NULL	"The availability of increasing volumes of multi-omics profiles across many cancers promises to improve our understanding of the regulatory mechanisms underlying cancer. The main challenge is to integrate these multiple levels of omics profiles and especially to analyze them across many cancers. Here we present AMARETTO, an algorithm that addresses both challenges in three steps. First, AMARETTO identifies potential cancer driver genes through integration of copy number, DNA methylation and gene expression data. Then AMARETTO connects these driver genes with co-expressed target genes that they control, defined as regulatory modules. Thirdly, we connect AMARETTO modules identified from different cancer sites into a pancancer network to identify cancer driver genes. Here we applied AMARETTO in a pancancer study comprising eleven cancer sites and confirmed that AMARETTO captures hallmarks of cancer. We also demonstrated that AMARETTO enables the identification of novel pancancer driver genes. In particular, our analysis led to the identification of pancancer driver genes of smoking-induced cancers and 'antiviral' interferon-modulated innate immune response."	NULL	30472-3	17	pii: S2352-3964	NULL	29331675	10.1016/j.ebiom.2017.11.028	NULL	2017	Module analysis captures pancancer genetically and epigenetically deregulated cancer driver genes for smoking and antiviral response.	0	1	0	1	0	1	0	0	1/22/18 0:00	NULL	1	0
199	Journal of the American Medical Informatics Association	NULL	"OBJECTIVE: Bioinformatics publications typically include complex software workflows that are difficult to describe in a manuscript. We describe and demonstrate the use of interactive software notebooks to document and distribute bioinformatics research. We provide a user-friendly tool, BiocImageBuilder, that allows users to easily distribute their bioinformatics protocols through interactive notebooks uploaded to either a GitHub repository or a private server. MATERIALS AND METHODS: We present four different interactive Jupyter notebooks using R and Bioconductor workflows to infer differential gene expression, analyze cross-platform datasets, process RNA-seq data and KinomeScan data. These interactive notebooks are available on GitHub. The analytical results can be viewed in a browser. Most importantly, the software contents can be executed and modified. This is accomplished using Binder, which runs the notebook inside software containers, thus avoiding the need to install any software and ensuring reproducibility. All the notebooks were produced using custom files generated by BiocImageBuilder. RESULTS: BiocImageBuilder facilitates the publication of workflows with a point-and-click user interface. We demonstrate that interactive notebooks can be used to disseminate a wide range of bioinformatics analyses. The use of software containers to mirror the original software environment ensures reproducibility of results. Parameters and code can be dynamically modified, allowing for robust verification of published results and encouraging rapid adoption of new methods. CONCLUSION: Given the increasing complexity of bioinformatics workflows, we anticipate that these interactive software notebooks will become as necessary for documenting software methods as traditional laboratory notebooks have been for documenting bench protocols, and as ubiquitous."	NULL	12-Apr	1	25	NULL	29092073	10.1093/jamia/ocx120	NULL	2018	Reproducible Bioconductor workflows using browser-based interactive notebooks and containers.	0	1	0	0	0	0	1	0	1/22/18 0:00	NULL	0	1
200	CPT: Pharmacometrics and Systems Pharmacology	NULL	"Drug-induced cardiomyopathy contributes to drug attrition. We compared two pipelines of predictive modeling: (1) applying elastic net (EN) to differentially expressed genes (DEGs) of drugs; (2) applying integer linear programming (ILP) to construct each drug's signaling pathway starting from its targets to downstream proteins, to transcription factors, and to its DEGs in human cardiomyocytes, and then subjecting the genes/proteins in the drugs' signaling networks to EN regression. We classified 31 drugs with availability of DEGs into 13 toxic and 18 nontoxic drugs based on a clinical cardiomyopathy incidence cutoff of 0.1%. The ILP-augmented modeling increased prediction accuracy from 79% to 88% (sensitivity: 88%; specificity: 89%) under leave-one-out cross validation. The ILP-constructed signaling networks of drugs were better predictors than DEGs. Per literature, the microRNAs that reportedly regulate expression of our six top predictors are of diagnostic value for natural heart failure or doxorubicin-induced cardiomyopathy. This translational predictive modeling might uncover potential biomarkers."	NULL	NULL	NULL	[Epub ahead of print]	NULL	29341478	10.1002/psp4.12272	NULL	2018	Translational systems pharmacology-based predictive assessment of drug-induced cardiomyopathy.	0	1	0	0	0	0	0	0	1/22/18 0:00	NULL	1	0
