abstract,analytical_method_development,article_name,assay_development,authors,center,center_pub,comments,created_at,data_analysis,data_generation,data_integration,data_standards,doi,issue,journal_name,other_link,pm_id,pmc_id,pp_pages,publication_id,resource_links,review,scopus_citations,show_at_home_order,signature_generation,software_development,updated_at,volume,year_published,PMCID,citations,n_citations,citation_years,YEAR,Proteomics,Microenvironment,DCIC,Drug Toxicity,HMS,Transcriptomics,NeuroLINCS,InternalExternal
"Cancer cell lines grown as two-dimensional (2D) cultures have been an essential model for studying cancer biology and anticancer drug discovery. However, 2D cancer cell cultures have major limitations, as they do not closely mimic the heterogeneity and tissue context of in vivo tumors. Developing three-dimensional (3D) cell cultures, such as multicellular tumor spheroids, has the potential to address some of these limitations. Here, we combined a high-throughput gene expression profiling method with a tumor spheroid-based drug-screening assay to identify context-dependent treatment responses. As a proof of concept, we examined drug responses of quiescent cancer cells to oxidative phosphorylation (OXPHOS) inhibitors. Use of multicellular tumor spheroids led to discovery that the mevalonate pathway is upregulated in quiescent cells during OXPHOS inhibition, and that OXPHOS inhibitors and mevalonate pathway inhibitors were synergistically toxic to quiescent spheroids. This work illustrates how 3D cellular models yield functional and mechanistic insights not accessible via 2D cultures.",1.0,Large-scale gene expression profiling platform for identification of context-dependent drug responses in multicellular tumor spheroids.,0.0,"Senkowski W, Jarvius M, Rubin J, Lengqvist J, Gustafsson MG, Nygren P, Kultima K, Larsson R, Fryknas M",,0.0,,11/9/16 0:00,1.0,0.0,0.0,0.0,10.1016/j.chembiol.2016.09.013,11,Cell Chemical Biology,http://www.sciencedirect.com/science/article/pii/S2451945616303531,27984028.0,,1428-1438,103.0,,0.0,,,0.0,0.0,,23,2016.0,,,,,2016.0,0,0,0,0,0,0,0,external
"Unbiased binding assays involving small-molecule microarrays were used to identify compounds that display unique patterns of selectivity among members of the zinc-dependent histone deacetylase family of enzymes. A novel, hydroxyquinoline-containing compound, BRD4354, was shown to preferentially inhibit activity of HDAC5 and HDAC9 in vitro. Inhibition of deacetylase activity appears to be time-dependent and reversible. Mechanistic studies suggest that the compound undergoes zinc-catalyzed decomposition to an ortho-quinone methide, which covalently modifies nucleophilic cysteines within the proteins. The covalent nature of the compound-enzyme interaction has been demonstrated in experiments with biotinylated probe compound and with electrospray ionization-mass spectrometry.",0.0,Inhibition of zinc-dependent histone deacetylases with a chemically triggered electrophile.,0.0,"Boskovic ZV, Kemp MM, Freedy AM, Viswanathan VS, Pop MS, Fuller JH, Martinez NM, Figueroa Lazú SO, Hong JA, Lewis TA, Calarese D, Love JD, Vetere A, Almo SC, Schreiber SL, Koehler AN",,0.0,,1/13/17 0:00,1.0,1.0,0.0,0.0,10.1021/acschembio.6b00012,7,ACS Chemical Biology,,27064299.0,,1844-51,117.0,,0.0,,,0.0,0.0,,11,2016.0,,,,,2016.0,0,0,0,0,0,0,0,external
"Deep learning is rapidly advancing many areas of science and technology with multiple success stories in image, text, voice and video recognition, robotics, and autonomous driving. In this paper we demonstrate how deep neural networks (DNN) trained on large transcriptional response data sets can classify various drugs to therapeutic categories solely based on their transcriptional profiles. We used the perturbation samples of 678 drugs across A549, MCF-7, and PC-3 cell lines from the LINCS Project and linked those to 12 therapeutic use categories derived from MeSH. To train the DNN, we utilized both gene level transcriptomic data and transcriptomic data processed using a pathway activation scoring algorithm, for a pooled data set of samples perturbed with different concentrations of the drug for 6 and 24 hours. In both pathway and gene level classification, DNN achieved high classification accuracy and convincingly outperformed the support vector machine (SVM) model on every multiclass classification problem, however, models based on pathway level data performed significantly better. For the first time we demonstrate a deep learning neural net trained on transcriptomic data to recognize pharmacological properties of multiple drugs across different biological systems and conditions. We also propose using deep neural net confusion matrices for drug repositioning. This work is a proof of principle for applying deep learning to drug discovery and development.",1.0,Deep learning applications for predicting pharmacological properties of drugs and drug repurposing using transcriptomic data.,0.0,"Aliper A, Plis S, Artemov A, Ulloa A, Mamoshina P, Zhavoronkov A",,0.0,,8/30/16 15:51,1.0,0.0,1.0,0.0,10.1021 acs.molpharmaceut.6b00248,7,Molecular Pharmaceutics,,27200455.0,PMC496526,2524-30,78.0,,0.0,,,0.0,0.0,,13,2016.0,PMC4965264,"['6027196', '5116087', '5561257', '5193106', '5042864', '5814166', '5865701', '5489441', '5355231', '5996063', '6022084', '5723685', '5828388', '5641581', '5076455', '6059760', '6034501', '5938574']",18.0,"[2018, 2016, 2017, 2016, 2016, 2017, 2018, 2017, 2016, 2018, 2018, 2017, 2018, 2017, 2016, 2018, 2017, 2018]",2016.0,0,0,0,0,0,0,0,external
"Background: Gene expression connectivity mapping has proven to be a powerful and flexible tool for research. Its application has been shown in a broad range of research topics, most commonly as a means of identifying potential small molecule compounds, which may be further investigated as candidates for repurposing to treat diseases. The public release of voluminous data from the Library of Integrated Cellular Signatures (LINCS) programme further enhanced the utilities and potentials of gene expression connectivity mapping in biomedicine. Results: We describe QUADrATiC (http://go.qub.ac.uk/QUADrATiC), a user-friendly tool for the exploration of gene expression connectivity on the subset of the LINCS data set corresponding to FDA-approved small molecule compounds. It enables the identification of compounds for repurposing therapeutic potentials. The software is designed to cope with the increased volume of data over existing tools, by taking advantage of multicore computing architectures to provide a scalable solution, which may be installed and operated on a range of computers, from laptops to servers. This scalability is provided by the use of the modern concurrent programming paradigm provided by the Akka framework. The QUADrATiC Graphical User Interface (GUI) has been developed using advanced Javascript frameworks, providing novel visualization capabilities for further analysis of connections. There is also a web services interface, allowing integration with other programs or scripts. Conclusions: QUADrATiC has been shown to provide an improvement over existing connectivity map software, in terms of scope (based on the LINCS data set), applicability (using FDA-approved compounds), usability and speed. It offers potential to biological researchers to analyze transcriptional data and generate potential therapeutics for focussed study in the lab. QUADrATiC represents a step change in the process of investigating gene expression connectivity and provides more biologically-relevant results than previous alternative solutions.",1.0,QUADrATiC: scalable gene expression connectivity mapping for repurposing FDA-approved therapeutics.,0.0,"O'Reilly PG, Wen Q, Bankhead P, Dunne PD, McArt DG, McPherson S, Hamilton PW, Mills KI, Zhang SD",,0.0,,8/30/16 15:51,1.0,0.0,1.0,0.0,doi: 10.1186/s12859-016-1062-1,1,BMC Bioinformatics,,27143038.0,PMC485547,198,81.0,,0.0,,,0.0,1.0,,17,2016.0,PMC4855472,"['5356876', '5738174', '5740937', '5952941']",4.0,"[2016, 2017, 2017, 2017]",2016.0,0,0,0,0,0,0,0,external
"Ozone is a common, potent oxidant pollutant in industrialized nations. Ozone exposure causes airway hyperreactivity, lung hyperpermeability, inflammation, and cell damage in humans and laboratory animals, and exposure to ozone has been associated with exacerbation of asthma, altered lung function, and mortality. The mechanisms of ozone-induced lung injury and differential susceptibility are not fully understood. Ozone-induced lung inflammation is mediated, in part, by the innate immune system. We hypothesized that mannose-binding lectin (MBL), an innate immunity serum protein, contributes to the proinflammatory events caused by ozone-mediated activation of the innate immune system. Wild-type (Mbl(+/+)) and MBL-deficient (Mbl(-/-)) mice were exposed to ozone (0.3 ppm) for up to 72 h, and bronchoalveolar lavage fluid was examined for inflammatory markers. Mean numbers of eosinophils and neutrophils and levels of the neutrophil attractants C-X-C motif chemokines 2 [Cxcl2 (major intrinsic protein 2)] and 5 [Cxcl5 (limb expression, LIX)] in the bronchoalveolar lavage fluid were significantly lower in Mbl(-/-) than Mbl(+/+) mice exposed to ozone. Using genome-wide mRNA microarray analyses, we identified significant differences in transcript response profiles and networks at baseline [e.g., nuclear factor erythroid-related factor 2 (NRF2)-mediated oxidative stress response] and after exposure (e.g., humoral immune response) between Mbl(+/+) and Mbl(-/-) mice. The microarray data were further analyzed to discover several informative differential response patterns and subsequent gene sets, including the antimicrobial response and the inflammatory response. We also used the lists of gene transcripts to search the LINCS L1000CDS(2) data sets to identify agents that are predicted to perturb ozone-induced changes in gene transcripts and inflammation. These novel findings demonstrate that targeted deletion of Mbl caused differential levels of inflammation-related gene sets at baseline and after exposure to ozone and significantly reduced pulmonary inflammation, thus indicating an important innate immunomodulatory role of the gene in this model.",0.0,Effects of mannose-binding lectin on pulmonary gene expression and innate immune inflammatory response to ozone.,0.0,"Ciencewicki JM, Verhein KC, Gerrish K, McCaw ZR, Li J, Bushel PR, Kleeberger SR",,0.0,,8/30/16 15:51,1.0,0.0,1.0,0.0,10.1152/ajplung.00205.2015,2,American Journal of Physiology - Lung Cellular and Molecular Physiology,,27106289.0,,L280-91,82.0,,0.0,,,0.0,0.0,,311,2016.0,PMC5005272,"['5596881', '5486273']",2.0,"[2016, 2017]",2016.0,0,0,0,0,0,0,0,external
"Polypharmacology (the ability of a drug to affect more than one molecular target) is considered a basic property of many therapeutic small molecules. Herein, we used a chemical genomics approach to systematically analyze polypharmacology by integrating several analytical tools, including the LINCS (Library of Integrated Cellular Signatures), STITCH (Search Tool for Interactions of Chemicals), and WebGestalt (WEB-based GEne SeT AnaLysis Toolkit). We applied this approach to identify functional disparities between two cytidine nucleoside analogs: azacytidine (AZA) and decitabine (DAC). AZA and DAC are structurally and mechanistically similar DNA-hypomethylating agents. However, their metabolism and destinations in cells are distinct. Due to their differential incorporation into RNA or DNA, functional disparities between AZA and DAC are expected. Indeed, different cytotoxicities of AZA and DAC toward human colorectal cancer cell lines were observed, in which cells were more sensitive to AZA. Based on a polypharmacological analysis, we found that AZA transiently blocked protein synthesis and induced an acute apoptotic response that was antagonized by concurrently induced cytoprotective autophagy. In contrast, DAC caused cell cycle arrest at the G2/M phase associated with p53 induction. Therefore, our study discriminated functional disparities between AZA and DAC, and also demonstrated the value of this chemical genomics approach that can be applied to discover novel drug action mechanisms.",0.0,Systematic discovery of drug action mechanisms by an integrated chemical genomics approach: identification of functional disparities between azacytidine and decitabine.,0.0,"Hsieh YY, Huang TC, Lo HL, Jhan JY, Chen ST, Yang PM",,0.0,,8/30/16 15:51,1.0,0.0,1.0,0.0,10.18632/oncotarget.8455,19,Oncotarget,,27036028.0,,27363-78,83.0,,0.0,,,0.0,0.0,,7,2016.0,PMC5053656,[],0.0,,2016.0,0,0,0,0,0,0,0,external
"Motivation: Large-scale gene expression profiling has been widely used to characterize cellular states in response to various disease conditions, genetic perturbations, etc. Although the cost of whole-genome expression profiles has been dropping steadily, generating a compendium of expression profiling over thousands of samples is still very expensive. Recognizing that gene expressions are often highly correlated, researchers from the NIH LINCS program have developed a cost-effective strategy of profiling only ~1,000 carefully selected landmark genes and relying on computational methods to infer the expression of remaining target genes. However, the computational approach adopted by the LINCS program is currently based on linear regression, limiting its accuracy since it does not capture complex nonlinear relationship between expression of genes. Results: We present a deep learning method (abbreviated as D-GEX) to infer the expression of target genes from the expression of landmark genes. We used the microarray-based GEO dataset, consisting of 111K expression profiles, to train our model and compare its performance to those from other methods. In terms of mean absolute error averaged across all genes, deep learning significantly outperforms linear regression with 15.33% relative improvement. A gene-wise comparative analysis shows that deep learning achieves lower error than linear regression in 99.97% of the target genes. We also tested the performance of our learned model on an independent RNA-Seq-based GTEx dataset, which consists of 2,921 expression profiles. Deep learning still outperforms linear regression with 6.57% relative improvement, and achieves lower error in 81.31% of the target genes.",1.0,Gene expression inference with deep learning.,0.0,"Chen Y, Li Y, Narayan R, Subramanian A, Xie X",,0.0,,8/30/16 15:51,1.0,0.0,1.0,0.0,10.1093/bioinformatics/btw074,12,Bioinformatics,,26873929.0,PMC490832,1832-9,84.0,,0.0,,,0.0,0.0,,32,2016.0,PMC4908320,"['6044382', '5310274', '6043864', '5728509', '5223612', '5291440', '5728507', '5698827', '6000200', '5670180', '6067737', '6081189', '5510182', '5737331', '5938574', '5759031', '5905703']",17.0,"[2018, 2017, 2018, 2017, 0, 2017, 2017, 2017, 2018, 2017, 2018, 2018, 2017, 2017, 2018, 2017, 0]",2016.0,0,0,0,0,0,0,0,external
"We aimed to define the chronically altered gene expression signature of traumatic brain injury (TBI-sig) to discover novel treatments to reverse pathologic gene expression or reinforce the expression of recovery-related genes. Genome-wide RNA-sequencing was performed at 3 months post-TBI induced by lateral fluid-percussion injury in rats. We found 4964 regulated genes in the perilesional cortex and 1966 in the thalamus (FDR < 0.05). TBI-sig was used for a LINCS analysis which identified 11 compounds that showed a strong connectivity with the TBI-sig in neuronal cell lines. Of these, celecoxib and sirolimus were recently reported to have a disease-modifying effect in in vivo animal models of epilepsy. Other compounds revealed by the analysis were BRD-K91844626, BRD-A11009626, NO-ASA, BRD-K55260239, SDZ-NKT-343, STK-661558, BRD-K75971499, ionomycin, and desmethylclomipramine. Network analysis of overlapping genes revealed the effects on tubulins (Tubb2a, Tubb3, Tubb4b), Nfe2l2, S100a4, Cd44, and Nfkb2, all of which are linked to TBI-relevant outcomes, including epileptogenesis and tissue repair. Desmethylclomipramine modulated most of the gene targets considered favorable for TBI outcome. Our data demonstrate long-lasting transcriptomics changes after TBI. LINCS analysis predicted that these changes could be modulated by various compounds, some of which are already in clinical use but never tested in TBI.",0.0,"Analysis of post-traumatic brain injury gene expression signature reveals tubulins, Nfe2l2, Nfkb, Cd44, and S100a4 as treatment targets.",0.0,"Lipponen A, Paananen J, Puhakka N, Pitkänen A",,0.0,,8/30/16 15:50,1.0,0.0,1.0,0.0,10.1038/srep31570,,Scientific Reports,,27530814.0,,31570,89.0,,0.0,,,0.0,0.0,,6,2016.0,PMC4987651,"['5745610', '5342204', '5916369', '5868323', '5476648', '5474519', '5732234', '5653450', '5828078', '5785554']",10.0,"[2017, 2017, 2018, 2018, 2017, 2017, 2017, 2017, 2018, 2017]",2016.0,0,0,0,0,0,0,0,external
"Inflammatory Bowel Disease (IBD) is a chronic and relapsing disorder, which affects millions people worldwide. Current drug options cannot cure the disease and may cause severe side effects. We developed a systematic framework to identify novel IBD drugs exploiting millions of genomic signatures for chemical compounds. Specifically, we searched all FDA-approved drugs for candidates that share similar genomic profiles with IBD. In the evaluation experiments, our approach ranked approved IBD drugs averagely within top 26% among 858 candidates, significantly outperforming a state-of-art genomics-based drug repositioning method (p-value < e-8). Our approach also achieved significantly higher average precision than the state-of-art approach in predicting potential IBD drugs from clinical trials (0.072 vs. 0.043, p<0.1) and off-label IBD drugs (0.198 vs. 0.138, p<0.1). Furthermore, we found evidences supporting the therapeutic potential of the top-ranked drugs, such as Naloxone, in literature and through analyzing target genes and pathways.",1.0,Explore small molecule-induced genome-wide transcriptional profiles for novel inflammatory bowel disease drug.,0.0,"Xiaoshu C, Yang C, Zhen G, Rong X",,0.0,,9/8/16 10:46,1.0,0.0,1.0,0.0,,,AMIA Joint Summits on Translational Science Proceedings,,27570643.0,PMC5001780,22-31,90.0,,0.0,,,0.0,0.0,,2016,2016.0,PMC5001780,"['5799769', '5543389']",2.0,"[2017, 2017]",2016.0,0,0,0,0,0,0,0,external
"Patients with oncogene driven tumors are treated with targeted therapeutics including EGFR inhibitors. Genomic data from The Cancer Genome Atlas (TCGA) demonstrates molecular alterations to EGFR, MAPK, and PI3K pathways in previously untreated tumors. Therefore, this study uses bioinformatics algorithms to delineate interactions resulting from EGFR inhibitor use in cancer cells with these genetic alterations. We modify the HaCaT keratinocyte cell line model to simulate cancer cells with constitutive activation of EGFR, HRAS, and PI3K in a controlled genetic background. We then measure gene expression after treating modified HaCaT cells with gefitinib, afatinib, and cetuximab. The CoGAPS algorithm distinguishes a gene expression signature associated with the anticipated silencing of the EGFR network. It also infers a feedback signature with EGFR gene expression itself increasing in cells that are responsive to EGFR inhibitors. This feedback signature has increased expression of several growth factor receptors regulated by the AP-2 family of transcription factors. The gene expression signatures for AP-2alpha are further correlated with sensitivity to cetuximab treatment in HNSCC cell lines and changes in EGFR expression in HNSCC tumors with low CDKN2A gene expression. In addition, the AP-2alpha gene expression signatures are also associated with inhibition of MEK, PI3K, and mTOR pathways in the Library of Integrated Network-Based Cellular Signatures (LINCS) data. These results suggest that AP-2 transcription factors are activated as feedback from EGFR network inhibition and may mediate EGFR inhibitor resistance.",1.0,CoGAPS matrix factorization algorithm identifies transcriptional changes in AP-2alpha target genes in feedback from therapeutic inhibition of the EGFR network.,0.0,"Fertig EJ, Ozawa H, Thakar M, Howard JD, Kagohara LT, Krigsfeld G, Ranaweera RS, Hughes RM, Perez J, Jones S, Favorov AV, Carey J, Stein-O'Brien G, Gaykalova DA, Ochs MF, Chung CH",,0.0,,10/24/16 0:00,1.0,0.0,0.0,0.0,10.18632/oncotarget.12075,45,Oncotarget,,27650546.0,,73845-73864,95.0,,0.0,,,0.0,0.0,,7,2016.0,PMC5342018,"['5966898', '5974149']",2.0,"[2018, 2018]",2016.0,0,0,0,0,0,0,0,external
"Somatic mutations have been extensively characterized in breast cancer, but the effects of these genetic alterations on the proteomic landscape remain poorly understood. Here we describe quantitative mass-spectrometry-based proteomic and phosphoproteomic analyses of 105 genomically annotated breast cancers, of which 77 provided high-quality data. Integrated analyses provided insights into the somatic cancer genome including the consequences of chromosomal loss, such as the 5q deletion characteristic of basal-like breast cancer. Interrogation of the 5q trans-effects against the Library of Integrated Network-based Cellular Signatures, connected loss of CETN3 and SKP1 to elevated expression of epidermal growth factor receptor (EGFR), and SKP1 loss also to increased SRC tyrosine kinase. Global proteomic data confirmed a stromal-enriched group of proteins in addition to basal and luminal clusters, and pathway analysis of the phosphoproteome identified a G-protein-coupled receptor cluster that was not readily identified at the mRNA level. In addition to ERBB2, other amplicon-associated highly phosphorylated kinases were identified, including CDK12, PAK1, PTK2, RIPK2 and TLK2. We demonstrate that proteogenomic analysis of breast cancer elucidates the functional consequences of somatic mutations, narrows candidate nominations for driver genes within large deletions and amplified regions, and identifies therapeutic targets.",1.0,Proteogenomics connects somatic mutations to signalling in breast cancer.,0.0,"Mertins P, Mani DR, Ruggles KV, Gillette MA, Clauser KR, Wang P, Wang X, Qiao JW, Cao S, Petralia F, Kawaler E, Mundt F, Krug K, Tu Z, Lei JT, Gatza ML, Wilkerson M, Perou CM, Yellapantula V, Huang KL, Lin C, McLellan MD, Yan P, Davies SR, et al",,0.0,,10/31/16 0:00,1.0,0.0,1.0,0.0,10.1038/nature18003,7605,Nature,,27251275.0,,55-62,97.0,,0.0,,,0.0,0.0,,534,2016.0,PMC5102256,"['5660599', '5871847', '5764250', '5849679', '6042839', '5660600', '5862881', '5514513', '5748563', '5830921', '5937554', '6010767', '5414595', '5912210', '5982744', '5552342', '6057147', '5877554', '5217778', '5223159', '5564898', '6092947', '5356833', '6002958', '5819995', '5718207', '5834625', '5647145', '5189682', '5388532', '5683351', '5880102', '5037608', '5460284', '5844884', '6079931', '5378717', '6002757', '5309189', '5931099', '5333460', '5946953', '5870720', '5830916', '5793360', '5289822', '5587857', '5679244', '5990367', '6070709', '5843664', '6064051', '5735820', '5613113', '6055527', '6020840', '5877747', '5571441', '5040751', '5243792', '5833443', '5683091', '5464546', '5479290', '5989152', '5510182', '5373352', '5992829', '5688804', '5372284', '5760019', '5054533', '5882811', '5675041', '5965299', '5658942', '5712229', '5707034', '6018483', '5749504', '5460241', '5417831', '5557889', '5729441', '5250584', '5467445', '5490475', '5173390', '5635214', '5485515', '5577188', '5637318', '5674010', '6010861', '6023931', '5785860', '5379071', '5747350', '6031333', '5663699', '5711804', '5010247', '5850958', '5953833', '6065015', '5630089', '5583477', '5461547', '5919217', '6072548', '5065758', '5975970', '5839124', '5987921', '5570441', '5870625', '5704472', '5602401', '6025367', '5292683', '5620532', '5915062', '5843628', '5382236', '5951639', '5663466', '5501076', '4967013', '5955141', '5995495', '5716279', '6092387', '5578099', '5515284', '5439228', '5805855', '5940770', '5493283', '5955814', '5820335', '5731344', '5016060', '5064015', '6013384', '5334195', '6026192']",146.0,"[0, 2017, 2018, 2018, 2017, 0, 2018, 2017, 2017, 2018, 2017, 2018, 0, 2018, 2018, 2017, 2017, 2018, 2016, 2017, 2017, 0, 2016, 0, 2017, 2017, 2018, 2017, 0, 2017, 2017, 2018, 2016, 2017, 2018, 2018, 2017, 0, 2017, 2018, 2016, 2017, 2017, 2018, 2018, 2016, 2017, 0, 2018, 2018, 2018, 2018, 2017, 2017, 0, 2017, 2018, 0, 2016, 2016, 2018, 2017, 2017, 2017, 2018, 2017, 2017, 2018, 2017, 2017, 2018, 2016, 2018, 0, 2017, 2017, 2017, 2017, 2018, 2017, 2017, 2017, 2017, 2017, 2016, 2017, 2017, 0, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2018, 2017, 0, 2018, 2017, 2017, 2016, 2017, 2018, 2018, 2017, 2017, 2017, 0, 2018, 2016, 0, 0, 0, 0, 2017, 2017, 2017, 2018, 2017, 2017, 2018, 2018, 2017, 2018, 2017, 0, 2016, 2018, 2018, 0, 2018, 2017, 2016, 2017, 0, 2018, 0, 2018, 2018, 2017, 2016, 2016, 2018, 2017, 2018]",2016.0,0,0,0,0,0,0,0,external
"The Library of Integrated Cellular Signatures (LINCS) project provides comprehensive transcriptome profiling of human cell lines before and after chemical and genetic perturbations. Its L1000 platform utilizes 978 landmark genes to infer the transcript levels of 14,292 genes computationally. Here we conducted the L1000 data quality control analysis by using MCF7, PC3, and A375 cell lines as representative examples. Before perturbations, a promising 80% correlation in transcriptome was observed between L1000- and Affymetrix HU133A-platforms. After library-based shRNA perturbations, a moderate 30% of differentially expressed genes overlapped between any two selected controls viral vectors using the L1000 platform. The mitogen-activated protein kinase, vascular endothelial growth factor, and T-cell receptor pathways were identified as the most significantly shared pathways between chemical and genetic perturbations in cancer cells. In conclusion, L1000 platform is reliable in assessing transcriptome before perturbation. Its response to perturbagens needs to be interpreted with caution. A quality control analysis pipeline of L1000 is recommended before addressing biological questions.",1.0,Systematic quality control analysis of LINCS data.,0.0,"Cheng L, Li L",,0.0,,11/22/16 0:00,1.0,0.0,0.0,0.0,10.1002/psp4.12107,11,CPT: Pharmacometrics and Systems Pharmacology,,27796074.0,,588-598,105.0,,0.0,,,0.0,0.0,,5,2016.0,PMC5192966,[],0.0,,2016.0,0,0,0,0,0,0,0,external
"Organic chemists are able to synthesize molecules in greater number and chemical complexity than ever before. Yet, a majority of these compounds go untested in biological systems, and those that do are often tested long after the chemist can incorporate the results into synthetic planning. We propose the use of high-dimensional \multiplex\"" assays, which are capable of measuring thousands of cellular features in one experiment, to annotate rapidly and inexpensively the biological activities of newly synthesized compounds. This readily accessible and inexpensive \""real-time\"" profiling method can be used in a prospective manner to facilitate, for example, the efficient construction of performance-diverse small-molecule libraries that are enriched in bioactives. Here, we demonstrate this concept by synthesizing ten triads of constitutionally isomeric compounds via complexity-generating photochemical and thermal rearrangements and measuring compound-induced changes in cellular morphology via an imaging-based \""cell painting\"" assay. Our results indicate that real-time biological annotation can inform optimization efforts and library syntheses by illuminating trends relating to biological activity that would be difficult to predict if only chemical structure were considered. We anticipate that probe and drug discovery will benefit from the use of optimization efforts and libraries that implement this approach.""",1.0,Real-time biological annotation of synthetic compounds.,1.0,"Gerry CJ, Hua BK, Wawer MJ, Knowles JP, Nelson SD Jr, Verho O, Dandapani S, Wagner BK, Clemons PA, Booker-Milburn KI, Boskovic ZV, Schreiber SL",,0.0,,1/13/17 0:00,0.0,0.0,0.0,0.0,10.1021/jacs.6b04614,28,Journal of the American Chemical Society,,27398798.0,PMC4976700,8920-7,115.0,,0.0,,,0.0,0.0,,138,2017.0,PMC4976700,"['5959788', '5353608', '5171204']",3.0,"[2018, 2017, 2016]",2016.0,0,0,0,0,0,0,0,external
"BACKGROUND: Aberrant patterns of DNA methylation are abundant in cancer, and epigenetic pathways are increasingly being targeted in cancer drug treatment. Genetic components of the folate-mediated one-carbon metabolism pathway can affect DNA methylation and other vital cell functions, including DNA synthesis, amino acid biosynthesis, and cell growth.
RESULTS: We used a bioinformatics tool, the Transcriptional Pharmacology Workbench, to analyze temporal changes in gene expression among epigenetic regulators of DNA methylation and demethylation, and one-carbon metabolism genes in response to cancer drug treatment. We analyzed gene expression information from the NCI-60 cancer cell line panel after treatment with five antitumor agents, 5-azacytidine, doxorubicin, vorinostat, paclitaxel, and cisplatin. Each antitumor agent elicited concerted changes in gene expression of multiple pathway components across the cell lines. Expression changes of FOLR2, SMUG1, GART, GADD45A, MBD1, MTR, MTHFD1, and CTH were significantly correlated with chemosensitivity to some of the agents. Among many genes with concerted expression response to individual antitumor agents were genes encoding DNA methyltransferases DNMT1, DNMT3A, and DNMT3B, epigenetic and DNA repair factors MGMT, GADD45A, and MBD1, and one-carbon metabolism pathway members MTHFD1, TYMS, DHFR, MTR, MAT2A, SLC19A1, ATIC, and GART.
CONCLUSIONS: These transcriptional changes are likely to influence vital cellular functions of DNA methylation and demethylation, cellular growth, DNA biosynthesis, and DNA repair, and some of them may contribute to cytotoxic and apoptotic action of the drugs. This concerted molecular response was observed in a time-dependent manner, which may provide future guidelines for temporal selection of genetic drug targets for combination drug therapy treatment regimens.",0.0,"Concerted changes in transcriptional regulation of genes involved in DNA methylation, demethylation, and folate-mediated one-carbon metabolism pathways in the NCI-60 cancer cell line panel in response to cancer drug treatment.",0.0,"Krushkal J, Zhao Y, Hose C, Monks A, Doroshow JH, Simon R",,0.0,,1/13/17 0:00,1.0,1.0,0.0,0.0,10.1186/s13148-016-0240-3,,Clinical Epigenetics,,27347216.0,PMC4919895 ,73,116.0,,0.0,,,0.0,0.0,,8,2016.0,PMC4919895,"['5940885', '5734428']",2.0,"[2018, 2017]",2016.0,0,0,0,0,0,0,0,external
"MYCN amplification and overexpression are common in neuroendocrine prostate cancer (NEPC). However, the impact of aberrant N-Myc expression in prostate tumorigenesis and the cellular origin of NEPC have not been established. We define N-Myc and activated AKT1 as oncogenic components sufficient to transform human prostate epithelial cells to prostate adenocarcinoma and NEPC with phenotypic and molecular features of aggressive, late-stage human disease. We directly show that prostate adenocarcinoma and NEPC can arise from a common epithelial clone. Further, N-Myc is required for tumor maintenance, and destabilization of N-Myc through Aurora A kinase inhibition reduces tumor burden. Our findings establish N-Myc as a driver of NEPC and a target for therapeutic intervention.",0.0,N-Myc drives neuroendocrine prostate cancer Initiated from human prostate epithelial cells.,0.0,"Lee JK, Phillips JW, Smith BA, Park JW, Stoyanova T, McCaffrey EF, Baertsch R, Sokolov A, Meyerowitz JG, Mathis C, Cheng D, Stuart JM, Shokat KM, Gustafson WC, Huang J, Witte ON",,0.0,,1/13/17 0:00,1.0,1.0,1.0,0.0,10.1016/j.ccell.2016.03.001,4,Cancer Cell,,27050099.0,PMC4829466,536-47,124.0,,0.0,,,0.0,0.0,,29,2016.0,PMC4829466,"['5823274', '5501744', '5099696', '6013754', '6062976', '5581675', '5354662', '6007253', '5690882', '5427553', '5788616', '5996485', '5976687', '5356914', '5826874', '5550814', '5540451', '5333060', '5053503', '4985183', '6073096', '5689579', '5479409', '4843433', '5438622', '5567685', '5675705', '5682688', '5785604', '5820335', '5483886', '4954648', '5767091', '6018539', '5949005', '5584863', '5701042']",37.0,"[2017, 2017, 2016, 2018, 2018, 2017, 2016, 2018, 2017, 2017, 2017, 2018, 2018, 2016, 2018, 0, 0, 2017, 2016, 2016, 2018, 2017, 0, 2016, 2017, 2016, 2017, 2017, 2017, 2018, 2017, 2016, 2018, 2018, 2018, 2017, 2017]",2016.0,0,0,0,0,1,0,0,internal
